bank_name,theme_primary,n,avg_rating,pct_positive,pct_negative,bank_n,share_within_bank,driver_score,pain_score
BOA,OTHER,544,3.375,0.46691176470588236,0.5294117647058824,599,0.9081803005008348,1.4311352253756262,1.2621035058430718
BOA,STABILITY_BUGS,39,1.435897435897436,0.0,1.0,599,0.0651085141903172,0.0,0.29716193656093487
CBE,OTHER,548,4.113138686131387,0.6715328467153284,0.3193430656934307,588,0.9319727891156463,2.574209245742092,0.5615658672228017
CBE,STABILITY_BUGS,16,2.25,0.0,1.0,588,0.027210884353741496,0.0,0.10204081632653061
DASHEN,OTHER,533,4.099437148217636,0.6904315196998124,0.3076923076923077,599,0.8898163606010017,2.518518982544391,0.5203544368819827
DASHEN,UX_UI,40,4.525,0.85,0.15,599,0.0667779632721202,0.25684474123539236,0.01477462437395659
